,Sep,Force
706,1.31e-07,3.66e-10
707,1.31e-07,3.67e-10
708,1.31e-07,3.69e-10
709,1.31e-07,3.7e-10
710,1.31e-07,3.72e-10
711,1.31e-07,3.73e-10
712,1.31e-07,3.75e-10
713,1.31e-07,3.76e-10
714,1.31e-07,3.78e-10
715,1.31e-07,3.79e-10
716,1.31e-07,3.81e-10
717,1.31e-07,3.83e-10
718,1.31e-07,3.84e-10
719,1.31e-07,3.85e-10
720,1.59e-07,2.91e-10
721,2.14e-07,1.08e-10
722,2.44e-07,9.36e-12
723,2.46e-07,3.9e-12
724,2.47e-07,2.67e-12
725,2.47e-07,2.41e-12
726,2.48e-07,1.87e-12
727,2.48e-07,4.85e-13
728,2.49e-07,-3.76e-13
729,2.49e-07,1.69e-12
730,2.49e-07,2.43e-12
731,2.5e-07,1.01e-12
732,2.5e-07,3.91e-12
733,2.5e-07,4.84e-12
734,2.5e-07,3.56e-12
735,2.51e-07,4.03e-12
736,2.52e-07,2.36e-12
737,2.52e-07,1.38e-12
738,2.53e-07,2.03e-12
739,2.53e-07,2.28e-12
740,2.53e-07,2.98e-12
741,2.54e-07,2.08e-12
742,2.54e-07,3.58e-12
743,2.54e-07,5.84e-12
744,2.54e-07,5.57e-12
745,2.55e-07,4.9e-12
746,2.55e-07,3.92e-12
747,2.56e-07,1.92e-12
748,2.57e-07,8.47e-14
749,2.57e-07,1.11e-12
750,2.58e-07,8.2e-13
751,2.59e-07,-6.06e-13
752,2.59e-07,-3.83e-13
753,2.59e-07,9.99e-13
754,2.59e-07,2.9e-12
755,2.6e-07,2.42e-12
756,2.6e-07,1.37e-12
757,2.6e-07,2.8e-12
758,2.6e-07,3.9e-12
759,2.61e-07,4.28e-12
760,2.61e-07,4.42e-12
761,2.62e-07,2.95e-12
762,2.62e-07,3.65e-12
763,2.63e-07,3.49e-12
764,2.63e-07,4e-12
765,2.63e-07,4.01e-12
766,2.64e-07,3.73e-12
767,2.64e-07,3.91e-12
768,2.65e-07,2.85e-12
769,2.65e-07,2.46e-12
770,2.66e-07,1.79e-12
771,2.66e-07,1.81e-12
772,2.67e-07,2.51e-12
773,2.67e-07,2.95e-12
774,2.68e-07,2.33e-12
775,2.68e-07,1.56e-12
776,2.68e-07,3.2e-12
777,2.68e-07,6.03e-12
778,2.68e-07,6.47e-12
779,2.68e-07,6.69e-12
780,2.69e-07,5.48e-12
781,2.7e-07,4.15e-12
782,2.71e-07,2.77e-12
783,2.71e-07,2.12e-12
784,2.71e-07,5.36e-12
785,2.71e-07,7.03e-12
786,2.71e-07,6.77e-12
787,2.72e-07,7.65e-12
788,2.72e-07,6.42e-12
789,2.74e-07,3.36e-12
790,2.74e-07,2.16e-12
791,2.74e-07,3.98e-12
792,2.75e-07,2.98e-12
793,2.76e-07,2.58e-12
794,2.76e-07,2.87e-12
795,2.77e-07,1.16e-12
796,2.76e-07,3.66e-12
797,2.77e-07,4.33e-12
798,2.78e-07,1.08e-12
799,2.79e-07,-1.18e-12
800,2.8e-07,-1.45e-12
801,2.79e-07,1.26e-12
802,2.79e-07,2.84e-12
803,2.8e-07,2.59e-12
804,2.8e-07,4.4e-12
805,2.8e-07,5.95e-12
806,2.81e-07,3.41e-12
807,2.81e-07,2.42e-12
808,2.81e-07,4.76e-12
809,2.81e-07,5.26e-12
810,2.82e-07,3.79e-12
811,2.83e-07,1.29e-12
812,2.84e-07,1.74e-12
813,2.83e-07,5.61e-12
814,2.83e-07,6.21e-12
815,2.85e-07,2.22e-12
816,2.86e-07,-2.22e-13
817,2.86e-07,9.39e-14
818,2.87e-07,3.11e-13
819,2.87e-07,1.73e-12
820,2.87e-07,2.4e-12
821,2.87e-07,2.33e-12
822,2.87e-07,3.88e-12
823,2.88e-07,3.72e-12
824,2.89e-07,1.44e-12
825,2.89e-07,1.18e-12
826,2.9e-07,1.07e-12
827,2.9e-07,1.03e-12
828,2.9e-07,2.59e-12
829,2.9e-07,3.74e-12
830,2.91e-07,4.36e-12
831,2.92e-07,2.19e-12
832,2.92e-07,1.31e-12
833,2.92e-07,2.7e-12
834,2.93e-07,2.69e-12
835,2.94e-07,7.11e-13
836,2.94e-07,2.25e-13
837,2.94e-07,1.18e-12
838,2.95e-07,8.45e-13
839,2.95e-07,1.76e-12
840,2.95e-07,3.47e-12
841,2.95e-07,4.88e-12
842,2.96e-07,3.61e-12
843,2.97e-07,1.99e-12
844,2.98e-07,9.62e-13
845,2.98e-07,5.92e-13
846,2.97e-07,3.83e-12
847,2.98e-07,4.48e-12
848,2.99e-07,2.75e-12
849,2.99e-07,2.77e-12
850,3e-07,2.73e-12
851,3e-07,2.55e-12
852,3e-07,4.23e-12
853,3e-07,4.32e-12
854,3.01e-07,3.01e-12
855,3.02e-07,3.11e-12
856,3.02e-07,3.81e-12
857,3.02e-07,4.13e-12
858,3.03e-07,4.42e-12
859,3.03e-07,3.4e-12
